Name,Overall,Potential,Value,Wage,Preferred Foot,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Jersey Number,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
Pleguezuelo,68,77,1200000,21000,1,4.0,3.0,2,3,1,53.0,155,63,53.0,0.006920415224913495,0.013408304498269895,0.015354671280276818,0.008001730103806228,0.014273356401384083,0.00865051903114187,0.009515570934256055,0.012759515570934257,0.015138408304498268,0.015354671280276818,0.015138408304498268,0.01578719723183391,0.012759515570934257,0.014922145328719723,0.008217993079584776,0.016219723183391006,0.01319204152249135,0.014057093425605537,0.007569204152249134,0.014273356401384083,0.015570934256055364,0.008866782006920414,0.00865051903114187,43.0,0.012759515570934257,0.014057093425605537,0.014705882352941176,0.015138408304498268
A. Georgiou,62,75,575000,9000,0,2.0,3.0,8,3,12,42.0,155,73,69.0,0.011966701352757545,0.011446409989594173,0.015088449531737772,0.011446409989594173,0.01716961498439126,0.0145681581685744,0.013007284079084287,0.013267429760665974,0.016649323621227886,0.017950052029136316,0.018730489073881376,0.01716961498439126,0.014308012486992715,0.01768990634755463,0.011706555671175858,0.011706555671175858,0.01586888657648283,0.013527575442247659,0.0109261186264308,0.011446409989594173,0.0145681581685744,0.01404786680541103,0.01586888657648283,45.0,0.01404786680541103,0.0127471383975026,0.015608740894901146,0.013787721123829345
B. Mechele,75,79,7000000,19000,1,4.0,2.0,6,3,1,44.0,192,80,47.0,0.005866666666666667,0.013866666666666668,0.009955555555555556,0.0048,0.008177777777777777,0.005333333333333334,0.005866666666666667,0.0096,0.010844444444444445,0.010666666666666668,0.011555555555555557,0.010133333333333333,0.01191111111111111,0.010133333333333333,0.009955555555555556,0.011733333333333333,0.012977777777777779,0.014044444444444443,0.004266666666666667,0.013511111111111113,0.013333333333333334,0.005333333333333334,0.006044444444444444,35.0,0.011555555555555557,0.014044444444444443,0.013866666666666668,0.013333333333333334
João Teixeira,75,78,8500000,10000,1,3.0,3.0,2,6,0,10.0,155,76,60.0,0.011733333333333333,0.008177777777777777,0.013333333333333334,0.007822222222222222,0.013688888888888888,0.010666666666666668,0.009955555555555556,0.012799999999999999,0.013511111111111113,0.013511111111111113,0.012266666666666667,0.012977777777777779,0.013333333333333334,0.013155555555555556,0.011377777777777778,0.009244444444444444,0.011733333333333333,0.011555555555555557,0.012444444444444445,0.0074666666666666675,0.004977777777777778,0.012622222222222222,0.013155555555555556,56.0,0.012088888888888889,0.007822222222222222,0.006044444444444444,0.005511111111111111
G. Fechner,65,77,850000,1000,1,3.0,2.0,8,6,2,8.0,189,78,41.0,0.008994082840236686,0.014911242603550296,0.016331360946745564,0.006390532544378698,0.012307692307692308,0.00804733727810651,0.009467455621301775,0.015857988165680473,0.015384615384615385,0.015621301775147927,0.015384615384615385,0.015147928994082842,0.01349112426035503,0.01349112426035503,0.012071005917159762,0.015621301775147927,0.01349112426035503,0.017041420118343198,0.009940828402366864,0.015621301775147927,0.015147928994082842,0.010177514792899408,0.013727810650887575,41.0,0.012781065088757397,0.015384615384615385,0.015621301775147927,0.013964497041420118
K. Kerschbaumer,72,73,3600000,19000,1,4.0,3.0,0,6,20,7.0,155,77,59.0,0.012152777777777778,0.009259259259259259,0.014467592592592594,0.009259259259259259,0.012924382716049383,0.011188271604938273,0.012152777777777778,0.013117283950617283,0.013503086419753086,0.013310185185185185,0.014467592592592594,0.013888888888888888,0.013503086419753086,0.013695987654320988,0.013888888888888888,0.01273148148148148,0.01697530864197531,0.013503086419753086,0.013117283950617283,0.014660493827160495,0.01273148148148148,0.013117283950617283,0.014467592592592594,55.0,0.01408179012345679,0.011959876543209878,0.01273148148148148,0.010416666666666666
D. Björnquist,63,63,280000,1000,1,1.0,2.0,2,6,25,2.0,155,77,50.0,0.00856638951877047,0.009070294784580499,0.01436130007558579,0.008314436885865457,0.014613252708490803,0.014109347442680775,0.007306626354245401,0.011337868480725623,0.013857394809775762,0.02091206853111615,0.021164021164021163,0.017636684303350973,0.01436130007558579,0.018644494834971027,0.011841773746535651,0.017384731670445956,0.020660115898211137,0.016124968505920885,0.010330057949105569,0.01511715797430083,0.014109347442680775,0.01234567901234568,0.011085915847820609,40.0,0.014109347442680775,0.014613252708490803,0.015873015873015872,0.016124968505920885
M. Correia,70,70,1400000,7000,1,4.0,2.0,8,6,8,14.0,186,81,63.0,0.007755102040816326,0.013673469387755103,0.013469387755102041,0.005102040816326531,0.011836734693877552,0.009795918367346938,0.0067346938775510205,0.012448979591836735,0.013469387755102041,0.012653061224489795,0.012857142857142857,0.012857142857142857,0.013673469387755103,0.011836734693877552,0.008979591836734694,0.016122448979591836,0.012653061224489795,0.015306122448979591,0.0067346938775510205,0.013673469387755103,0.014489795918367345,0.008571428571428572,0.012040816326530613,37.0,0.013877551020408163,0.014081632653061225,0.013877551020408163,0.013469387755102041
Diogo Coelho,69,74,1200000,5000,1,3.0,2.0,8,6,1,4.0,183,83,41.0,0.005671077504725898,0.014702793530770848,0.011762234824616679,0.005671077504725898,0.008191556395715185,0.006721277042638102,0.006511237135055661,0.010081915563957152,0.011342155009451797,0.013232514177693762,0.013022474270111321,0.011552194917034237,0.013652593992858642,0.011762234824616679,0.00966183574879227,0.018483511867254776,0.012812434362528881,0.01638311279143037,0.004410838059231254,0.011762234824616679,0.014492753623188406,0.00630119722747322,0.00630119722747322,49.0,0.010922075194286915,0.014492753623188406,0.014702793530770848,0.014072673808023524
R. McKenzie,67,70,975000,3000,1,3.0,3.0,2,6,22,7.0,180,75,57.0,0.013588772555134774,0.013366005791935844,0.014702606371129428,0.008242370238360438,0.014257072844731565,0.011806638449543327,0.010470037870349743,0.013588772555134774,0.014702606371129428,0.01848964134551125,0.01915794163510804,0.020717308977500556,0.014034306081532636,0.01826687458231232,0.011361104923145467,0.017153040766317667,0.016707507239919803,0.014257072844731565,0.01202940521274226,0.01537090666072622,0.00913343729115616,0.013366005791935844,0.014257072844731565,63.0,0.01247493873914012,0.008910670527957227,0.004455335263978614,0.004009801737580753
I. Pearce,56,68,160000,1000,1,3.0,2.0,8,3,26,17.0,168,62,33.0,0.018494897959183677,0.017219387755102043,0.014668367346938774,0.011798469387755101,0.016581632653061226,0.01020408163265306,0.009566326530612245,0.01020408163265306,0.01690051020408163,0.023596938775510203,0.02295918367346939,0.02391581632653061,0.015625,0.023278061224489797,0.01690051020408163,0.021364795918367346,0.02040816326530612,0.013711734693877552,0.015625,0.008609693877551021,0.00350765306122449,0.018494897959183677,0.013392857142857142,60.0,0.01594387755102041,0.008609693877551021,0.004464285714285714,0.003826530612244898
M. Browne,62,77,675000,8000,1,3.0,3.0,2,6,12,10.0,155,74,51.0,0.013007284079084287,0.008324661810613943,0.015088449531737772,0.01222684703433923,0.01716961498439126,0.015608740894901146,0.016649323621227886,0.014308012486992715,0.016389177939646202,0.020291363163371486,0.02081165452653486,0.018210197710718003,0.013527575442247659,0.01899063475546306,0.014828303850156087,0.013787721123829345,0.01586888657648283,0.017950052029136316,0.014828303850156087,0.017950052029136316,0.005723204994797087,0.01404786680541103,0.015608740894901146,48.0,0.01404786680541103,0.00858480749219563,0.006763787721123829,0.0054630593132154
T. Meißner,68,69,850000,4000,1,3.0,2.0,5,6,8,25.0,192,82,32.0,0.006704152249134948,0.015138408304498268,0.012326989619377162,0.008217993079584776,0.009515570934256055,0.006487889273356401,0.006704152249134948,0.011029411764705883,0.011678200692041521,0.009731833910034602,0.009083044982698962,0.009083044982698962,0.013408304498269895,0.012110726643598616,0.012759515570934257,0.014922145328719723,0.013624567474048443,0.017733564013840828,0.008217993079584776,0.015570934256055364,0.014273356401384083,0.004325259515570935,0.007569204152249134,39.0,0.013408304498269895,0.014705882352941176,0.014273356401384083,0.013408304498269895
Pizzi,83,83,25000000,22000,1,4.0,3.0,2,3,9,21.0,155,72,79.0,0.011032080127739874,0.006532152707214399,0.012048192771084338,0.011177239076789084,0.011612715923936711,0.012048192771084338,0.011032080127739874,0.012193351720133545,0.011903033822035128,0.011903033822035128,0.010596603280592249,0.011177239076789084,0.01175787487298592,0.011177239076789084,0.010886921178690667,0.009725649586296996,0.012483669618231963,0.008564377993903324,0.011322398025838292,0.009870808535346203,0.010161126433444622,0.012193351720133545,0.012338510669182757,76.0,0.012338510669182757,0.009580490637247786,0.009580490637247786,0.0075482653505588625
D. Grootenhuis,58,67,200000,1000,0,3.0,3.0,8,6,12,27.0,174,70,45.0,0.010107015457788346,0.017835909631391204,0.017835909631391204,0.013674197384066588,0.017538644470868014,0.0133769322235434,0.014268727705112961,0.017241379310344827,0.017241379310344827,0.020214030915576692,0.020808561236623068,0.019322235434007132,0.016349583828775268,0.022889417360285377,0.017241379310344827,0.017835909631391204,0.017241379310344827,0.013674197384066588,0.011890606420927468,0.017241379310344827,0.012782401902497027,0.01694411414982164,0.017241379310344827,45.0,0.013079667063020214,0.009215219976218787,0.013079667063020214,0.015755053507728895
R. de la Rosa,61,79,525000,3000,1,3.0,2.0,8,3,26,89.0,155,73,40.0,0.017468422467078745,0.016930932545014783,0.0166621875839828,0.010481053480247245,0.015318462778822898,0.010749798441279225,0.010481053480247245,0.009406073636119323,0.015318462778822898,0.018543402311206665,0.018005912389142707,0.01612469766191884,0.015318462778822898,0.018812147272238646,0.013974737973662993,0.018005912389142707,0.018543402311206665,0.01612469766191884,0.014512227895726955,0.008599838753023382,0.002956194571351787,0.01612469766191884,0.012362268207471109,72.0,0.01585595270088686,0.0034936844934157483,0.0037624294544477293,0.0034936844934157483
J. Ramírez,64,77,850000,1000,0,3.0,3.0,8,3,4,10.0,183,76,64.0,0.01513671875,0.00927734375,0.015625,0.010986328125,0.0166015625,0.014404296875,0.016357421875,0.0146484375,0.0166015625,0.015380859375,0.017333984375,0.017578125,0.014404296875,0.015869140625,0.01123046875,0.012939453125,0.012939453125,0.017333984375,0.013427734375,0.01025390625,0.013671875,0.01513671875,0.01708984375,55.0,0.0146484375,0.013427734375,0.013671875,0.01220703125
N. Gotfredsen,63,63,280000,2000,1,3.0,2.0,8,6,17,6.0,186,78,57.0,0.014865205341395817,0.0163769211388259,0.015873015873015872,0.009322247417485514,0.012597631645250693,0.00856638951877047,0.010078105316200554,0.015369110607205845,0.014613252708490803,0.017384731670445956,0.019652305366591082,0.016124968505920885,0.014109347442680775,0.015621063240110858,0.016628873771730914,0.01889644746787604,0.016124968505920885,0.017888636936255985,0.013857394809775762,0.015873015873015872,0.015369110607205845,0.014613252708490803,0.014613252708490803,34.0,0.013605442176870748,0.014613252708490803,0.015621063240110858,0.014865205341395817
Eddy Francis,64,67,450000,3000,0,4.0,2.0,8,6,8,32.0,155,75,68.0,0.00830078125,0.012451171875,0.015625,0.0048828125,0.01123046875,0.012939453125,0.006591796875,0.01611328125,0.012451171875,0.016845703125,0.01708984375,0.01611328125,0.0146484375,0.016357421875,0.00830078125,0.013671875,0.021240234375,0.015869140625,0.005615234375,0.017578125,0.015625,0.009765625,0.010009765625,35.0,0.01318359375,0.0146484375,0.0166015625,0.015869140625
C. Cambon,67,67,525000,2000,1,3.0,2.0,8,3,18,3.0,183,76,42.0,0.010692804633548674,0.014702606371129428,0.013811539318333704,0.004232568500779683,0.011806638449543327,0.0071285364223657825,0.008242370238360438,0.012920472265537981,0.01269770550233905,0.011583871686344397,0.01514813989752729,0.01247493873914012,0.013811539318333704,0.01537090666072622,0.011583871686344397,0.014925373134328358,0.013366005791935844,0.01603920695032301,0.010470037870349743,0.016261973713521942,0.01537090666072622,0.011361104923145467,0.011806638449543327,48.0,0.01514813989752729,0.014925373134328358,0.014034306081532636,0.012920472265537981
O. Cabezas,71,79,3000000,1000,0,3.0,2.0,8,6,8,26.0,155,79,47.0,0.008926800238048007,0.013092640349137076,0.011902400317397342,0.003967466772465781,0.011108906962904185,0.006744693513191826,0.004959333465582225,0.00991866693116445,0.011704026978774052,0.014679627058123387,0.01210077365602063,0.013291013687760365,0.01229914699464392,0.013489387026383652,0.00416584011108907,0.015473120412616545,0.015274747073993258,0.01666336044435628,0.003967466772465781,0.015869867089863123,0.014481253719500098,0.00813330688355485,0.007141440190438405,38.0,0.010910533624280896,0.01229914699464392,0.014481253719500098,0.013886133703630232
